cluster|antecedents_description|consequents_description|support|confidence
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'tc tc politico' posee el valor de  0|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'victimas total' posee el valor de  (0.801, 20.9]|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'victimas total' posee el valor de  (0.801, 20.9]|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'victimas total' posee el valor de  (0.801, 20.9]|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'victimas total' posee el valor de  (0.801, 20.9]|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'victimas total' posee el valor de  (0.801, 20.9]|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'victimas total' posee el valor de  (0.801, 20.9]|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'victimas total' posee el valor de  (0.801, 20.9]|Entonces el atributo 'v vs violacion sexual embarazo' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'victimas total' posee el valor de  (0.801, 20.9]|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'victimas total' posee el valor de  (0.801, 20.9]|Entonces el atributo 'v vs violacion sexual ind col' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'victimas total' posee el valor de  (0.801, 20.9]|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'pais hecho' posee el valor de  Colombia|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|0.9973958333333334
1|Cuando el atributo 'v vs violacion sexual multiple responsable' posee el valor de  Sin Especificar|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
1|Cuando el atributo 'pais hecho' posee el valor de  Colombia|Entonces el atributo 'v vs violacion sexual embarazo nacimiento' posee el valor de  Sin Especificar|0.9973958333333334|1.0
